FundingSource,ID,Crop_ICP_Run,Latitude,Longitude,Altitude,LocationPrecision,SamplingStart,SamplingEnd,Crop,GrainSource,Site,Ag_grain,Al_grain,As_grain,B_grain,Ba_grain,Be_grain,Ca_grain,Cd_grain,Co_grain,Cr_grain,Cs_grain,Cu_grain,Fe_grain,K_grain,Li_grain,Mg_grain,Mn_grain,Mo_grain,Ni_grain,P_grain,Pb_grain,Rb_grain,S_grain,Se_grain,Sr_grain,Tl_grain,U_grain,V_grain,Zn_grain,Al_Oxa,Al_Sol_Ca,Al_Tot_Aqu,As_Tot_Aqu,Ba_Sol_Ca,C_inorg,C_org,C_tot,Ca_CEC,Ca_Tot_Aqu,Cd_DTPA,Cd_Sol_Ca,Cd_Tot_Aqu,Co_CaCl,Co_DTPA,Co_Sol_Ca,Co_Tot_Aqu,Cr_Tot_Aqu,Cu_CaCl,Cu_DTPA,Cu_Sol_Ca,Cu_Tot_Aqu,eCEC,Fe_CaCl,Fe_DTPA,Fe_Oxa,Fe_Sol_Ca,Fe_Tot_Aqu,K_CaCl,K_CEC,K_Sol_Ca,K_Tot_Aqu,Mg_CaCl,Mg_CEC,Mg_Sol_Ca,Mg_Tot_Aqu,Mn_CaCl,Mn_DTPA,Mn_Oxa,Mn_Sol_Ca,Mn_Tot_Aqu,Mo_CaCl,Mo_Sol_Ca,Mo_Tot_Aqu,N_tot,Na_CaCl,Na_CEC,Na_Sol_Ca,Na_Tot_Aqu,Ni_CaCl,Ni_DTPA,Ni_Sol_Ca,Ni_Tot_Aqu,NOPC,P_CaCl,P_Olsen,P_Oxa,P_Sol_Ca,P_Tot_Aqu,Pb_DTPA,Pb_Sol_Ca,Pb_Tot_Aqu,PBI,pH_CaNO,pH_w,S_Ads_Seq,S_CaCl,S_Org_Seq,S_Sol_Seq,S_Tot_Aqu,Se_Ads_Seq,Se_CaCl,Se_Org_Seq,Se_Sol_Seq,Se_Tot_Aqu,Ti_Tot_Aqu,U_Sol_Ca,Zn_CaCl,Zn_DTPA,Zn_E,Zn_FIA,Zn_LogKd,Zn_Sol_Ca,Zn_Tot_Aqu
GCRF,ETH0014,1,11.7630602127479,37.5481572450238,1919.48592,6,24/11/2017,24/11/2017,Finger millet,Standing crop,Main,0.04897,14.97789,NA,NA,22.45709,NA,3401.06336,NA,0.10582,NA,NA,3.59589,29.01992,4788.70907,NA,1481.92409,310.30310,NA,NA,2848.61349,NA,2.44040,963.50444,NA,20.82561,NA,NA,0.03573,19.02419,5227.15411,0.35512,103620.31685,3.79576,13.06128,0.00000,1.47500,1.47500,10.14369,2451.95226,NA,0.00434,0.61223,0.51886,NA,0.46362,73.54986,355.19886,0.00272,NA,0.01568,107.05508,21.97421,0.10597,NA,13910.80124,0.03020,147631.38606,145.90875,0.42373,81.77863,2104.53677,425.04392,6.02999,353.22725,5843.79342,59.46948,NA,1389.22064,57.93408,2086.44882,NA,0.00005,0.07795,0.13950,11.51383,0.05542,7.95189,89.02416,0.25599,NA,0.20855,215.45727,15.71500,0.16333,10.88000,451.49383,0.03362,863.58297,NA,0.00043,5.38289,543.95994,4.84,5.66,20.80474,1.94344,130.54288,5.89435,121.41584,4.61183,0.00123,425.71362,1.38618,0.23122,2117.21122,0.00001,0.28730,1.14356,3.85892,0.00000,2.00356,0.22290,98.61492
GCRF,ETH0015,1,11.8158909222024,37.6391576498951,1781.03701,6,24/11/2017,24/11/2017,Rice,Field stack,Main,NA,61.98393,0.00496,NA,1.37334,NA,336.03782,0.02587,0.06156,4.40558,NA,3.07064,135.32913,3948.33388,NA,1406.77292,126.57663,NA,1.21641,3237.13858,NA,3.37870,997.27739,0.04969,1.34751,NA,NA,0.39215,24.12082,3278.22500,0.42142,81725.31051,4.52131,17.60940,0.00000,1.89500,1.89500,20.13819,4828.13675,NA,0.00312,0.64567,0.18021,NA,0.01334,39.01439,68.45910,0.00975,NA,0.01739,67.56355,35.41658,4.02093,NA,23301.06111,0.03294,108098.55913,108.16085,0.71396,116.43022,2094.59110,535.87340,10.31927,434.03434,5593.99650,38.21276,NA,1060.45903,13.02781,1514.12823,0.00005,0.00025,0.05269,0.17620,15.35677,0.07163,11.30651,127.27909,0.44660,NA,0.37883,56.16190,17.27000,0.32044,26.60000,767.21539,0.08452,1195.86663,NA,0.00015,10.43208,517.61071,4.69,5.71,11.28887,3.10215,105.53859,6.04554,130.49151,5.64470,0.00142,423.87261,1.66714,0.28837,1895.28023,0.00002,0.99394,4.21599,12.74431,0.00000,2.07358,0.63926,131.25467
GCRF,ETH0016,1,11.5706469240399,37.4543161850522,1931.81228,8,24/11/2017,24/11/2017,Maize,Field stack,Main,NA,NA,NA,NA,0.14867,NA,40.60348,NA,0.00877,NA,NA,1.51385,11.48240,2970.28336,NA,828.82290,3.16936,NA,NA,2257.13749,NA,1.78997,996.82892,NA,0.22393,NA,NA,NA,12.67415,5653.54816,0.04991,79707.10404,3.04918,2.72315,0.03180,2.81320,2.84500,23.84775,8450.05852,NA,0.00007,0.92832,0.00380,NA,0.00322,56.57333,66.38577,0.00208,NA,0.01648,63.56744,36.56829,0.08890,NA,16580.97233,0.01443,143415.89181,381.41329,2.45072,423.44106,4173.50537,383.78482,6.77186,319.01797,6183.06756,1.85836,NA,1689.60195,0.00248,2510.66181,0.00357,0.00230,0.08276,0.23410,21.03674,0.09979,16.54389,168.17175,NA,NA,0.00636,58.68964,18.77250,2.49996,120.72000,1712.91126,2.20403,1860.54370,NA,0.00024,6.70588,457.59885,6.71,7.45,6.08042,5.07281,192.31337,9.70379,198.80895,6.65528,0.00502,330.22343,4.58283,0.24308,4308.56331,0.00017,0.02438,3.77614,33.84873,0.00000,4.31946,0.00954,148.95225
GCRF,ETH0017,1,11.6228055572443,37.4753098252158,1890.69785,6,24/11/2017,24/11/2017,Maize,Field stack,Main,NA,NA,NA,NA,0.08142,NA,38.89664,NA,0.04851,NA,NA,1.36436,15.65626,2674.87187,NA,758.83099,3.08874,NA,NA,1546.53018,NA,0.97975,777.11848,0.02678,0.15578,NA,NA,NA,12.66562,2659.99380,0.04372,81598.70208,3.92668,7.72963,0.00000,0.86930,0.86930,29.29521,7073.90160,NA,0.00021,0.46065,0.01029,NA,0.00187,58.80232,94.19514,NA,NA,0.00749,56.48879,46.90270,0.07960,NA,7450.33694,0.01559,109934.85827,48.52483,0.31131,42.94408,1273.99092,555.90343,12.61460,458.97796,6406.68815,3.56818,NA,1695.17836,0.13663,1978.98205,NA,0.00007,0.05624,0.06710,39.32578,0.17656,31.21027,190.99856,0.12136,NA,0.10875,100.84539,14.52000,0.10319,2.92000,92.81140,0.03555,191.00752,NA,0.00011,7.07032,275.65039,5.67,6.50,3.90495,1.66520,20.30298,4.15222,15.57605,4.01071,0.00118,220.52244,1.44519,0.22806,916.01380,0.00001,0.03627,0.72433,4.32710,0.00000,3.16986,0.01848,96.18381
GCRF,ETH0018,1,11.7843428247986,38.2472591787331,3098.42819,4,26/11/2017,26/11/2017,Wheat,Field stack,Main,NA,5.89811,NA,NA,5.41136,NA,404.90036,NA,0.00891,NA,0.00421,4.64009,24.92357,4352.61395,NA,988.72333,43.86309,NA,NA,2430.91669,NA,9.84641,1047.93431,0.01351,2.01534,NA,NA,0.01846,17.82716,3154.12342,0.07111,90017.24902,9.26511,33.21892,0.00000,1.42400,1.42400,13.39643,3322.22643,NA,0.00062,0.44984,0.00839,NA,0.00213,13.90834,35.03678,NA,NA,0.00751,12.40361,26.15592,0.04152,NA,5269.59565,0.01069,43786.33213,193.35699,0.95373,195.27058,5385.20611,294.02047,4.30228,234.28874,3231.86363,28.83368,NA,2038.17982,0.19335,3018.83705,0.00022,0.00014,0.05673,0.17910,17.99432,0.08286,13.50490,183.42682,0.04539,NA,0.03090,40.14077,11.46000,0.30663,16.40000,284.79407,0.12096,520.70268,NA,0.00014,17.10925,228.06148,5.47,6.41,7.26353,3.81883,126.06304,5.15761,147.97273,3.98272,0.00036,184.58114,1.91611,0.37202,1001.53513,0.00003,0.09398,1.56837,7.51465,0.00000,3.04230,0.04195,132.90323
GCRF,ETH0019,1,11.8274417945399,38.0621166729934,2605.08871,4,26/11/2017,26/11/2017,Teff,Field stack,Main,NA,234.14615,0.02031,NA,27.91933,NA,1798.63762,NA,0.16608,NA,0.00543,6.80242,321.14618,3463.38416,0.03980,2129.94673,156.34108,NA,0.79689,4343.55471,0.05971,4.58043,1720.00990,0.01135,9.99704,0.00080,NA,0.62771,32.92987,7403.01892,0.53961,78373.01240,2.89301,24.94705,0.00000,2.21000,2.21000,14.78449,4960.02005,NA,0.00294,0.80236,0.08404,NA,0.01154,41.05777,57.90051,NA,NA,0.00788,20.95886,29.11871,0.03833,NA,23661.20820,0.02901,106207.77865,94.68140,0.42787,78.66982,3003.47614,342.62765,5.18080,280.75846,7535.43973,38.30340,NA,1895.39134,15.59208,2453.21104,0.00026,0.00004,0.17058,0.20340,13.83391,0.10117,10.36620,117.75515,0.04148,NA,0.03894,42.14127,14.51000,0.42278,48.44000,2266.72907,0.18028,2908.89872,NA,0.00013,11.65574,571.79535,4.88,5.70,10.55726,2.90647,112.32580,4.59439,191.47601,6.56510,0.00178,459.42760,2.13347,0.50180,4258.22833,0.00001,0.16029,0.85069,3.20745,0.00000,2.22045,0.11197,116.92817
GCRF,ETH0020,1,11.9139237522728,37.9532532490787,2336.88049,4,26/11/2017,26/11/2017,Maize,Store,Main,NA,4.22376,NA,NA,0.98593,NA,55.70833,NA,NA,NA,NA,0.81384,22.89888,3904.71060,NA,1275.36788,5.30981,NA,NA,3508.05429,NA,3.34266,967.83129,NA,0.70199,NA,NA,0.00735,16.57676,4554.33771,2.43832,61023.07106,6.06995,57.16386,0.00000,1.06500,1.06500,19.96589,6387.76324,NA,0.00955,0.59180,0.02590,NA,0.03152,12.76211,7.73822,NA,NA,0.00540,6.07745,33.48208,0.10947,NA,5753.80622,0.01706,60129.61191,89.04389,0.43781,98.41282,1264.55472,282.57940,4.78825,230.01663,4100.18302,26.29427,NA,1436.38031,28.89629,1942.65021,0.00005,0.00005,0.53263,0.10560,16.17385,0.09280,12.46687,160.26208,0.02140,NA,0.03233,8.07047,16.17500,0.42188,28.86000,1218.69652,0.16126,1971.98956,NA,0.00035,5.71362,292.34426,4.69,5.42,4.63087,1.62791,70.12947,3.29307,101.03290,2.18652,0.00108,145.50597,1.29652,0.32379,1162.50610,0.00007,0.15787,0.33145,1.15146,0.00000,1.60697,0.13712,82.89256
GCRF,ETH0021,1,10.5735018667829,38.6566461702678,2412.02272,4,25/11/2017,25/11/2017,Teff,Standing crop,Main,NA,11.40751,NA,NA,8.45345,NA,1189.84891,NA,0.07884,NA,NA,5.30050,38.22638,4827.25105,NA,1747.43057,51.65828,NA,1.72635,3830.42898,NA,3.19399,1411.38553,0.03345,3.67895,NA,NA,0.04254,21.59633,2972.91500,0.04089,78800.62980,6.34167,8.06368,0.00000,1.02200,1.02200,30.01817,7739.40798,NA,0.00014,0.69959,0.02223,NA,0.00238,56.87672,118.57835,NA,NA,0.00659,49.70295,47.02882,0.02449,NA,8242.07529,0.01395,96299.36467,56.21347,0.49297,59.37051,3801.58448,344.34368,7.15637,271.01596,6098.35625,10.49456,NA,2216.19037,0.06427,2543.17228,0.00009,0.00025,0.05854,0.08920,14.99200,0.07633,10.37456,152.32298,0.09732,NA,0.05933,99.62789,19.37500,0.13602,11.94000,179.65665,0.07869,476.68371,NA,0.00009,14.85338,251.30138,6.03,7.01,1.62928,3.74981,29.92475,5.54762,53.71281,4.76341,0.00084,190.28897,1.29953,0.29926,1283.98982,0.00001,0.02895,0.53384,12.28867,0.00000,3.86019,0.00959,87.66427
GCRF,ETH0024,1,10.6011642036379,38.7269493941752,2409.84610,4,25/11/2017,25/11/2017,Wheat,Field stack,Main,NA,7.57649,NA,NA,5.06110,NA,403.68193,NA,0.03561,NA,0.00098,2.86821,37.57759,4188.31775,NA,1218.08443,45.23245,NA,0.68734,3138.87511,NA,3.57688,1057.89511,0.01313,1.89594,NA,NA,0.02491,22.72828,3121.47837,0.08222,78497.66056,0.71614,16.67924,0.00000,1.04700,1.04700,25.76016,6243.11547,NA,0.00162,0.67773,0.08918,NA,0.00627,42.58043,90.72175,NA,NA,0.00887,43.86317,48.56700,0.06654,NA,9328.61244,0.00792,97876.20913,70.08838,0.56859,76.52617,2594.72505,537.94579,11.68610,447.66967,5464.02003,16.18614,NA,1256.03411,7.09873,1650.64370,NA,0.00009,NA,0.09820,16.44200,0.07361,11.04218,100.26091,0.48713,NA,0.47169,87.90912,18.27500,0.09298,7.08000,149.92657,0.05545,403.63123,NA,0.00012,9.63521,288.87913,5.20,6.19,5.70174,3.82097,51.40834,6.10698,72.59270,3.89629,0.00075,265.16867,0.97078,0.26267,1450.58739,0.00002,0.07681,0.95317,2.76024,0.00000,2.56483,0.04603,100.63387
GCRF,ETH0025,1,10.4754870726685,38.6068314728868,2232.35320,4,26/11/2017,26/11/2017,Teff,Field stack,Main,NA,9.71619,NA,NA,8.77350,NA,1200.41364,NA,0.02872,NA,NA,6.11230,49.61298,5172.17361,NA,1778.70490,25.37132,NA,NA,4015.04494,NA,2.69674,1472.13506,0.06098,5.02528,NA,NA,0.03648,25.00783,3596.49492,0.07987,67604.63172,3.73803,13.76253,0.00000,3.00100,3.00100,30.74009,10579.65472,NA,0.00015,0.86999,0.00832,NA,0.00254,42.79439,64.03422,NA,NA,0.00975,29.96786,50.33588,0.04510,NA,10960.53741,0.07166,85152.28784,116.38183,0.90151,133.91933,4914.79934,434.62303,9.09070,360.79468,9492.09278,7.01419,NA,1909.47835,0.01957,2231.37779,0.00105,0.00066,0.25318,0.25760,14.78595,0.07626,10.84527,156.74261,0.03917,NA,0.03059,58.20899,20.77000,0.96810,64.85000,1220.94856,0.96581,1594.90625,NA,0.00013,8.89350,278.04284,6.00,6.87,1.54050,5.88088,232.60461,8.42341,255.56214,6.75783,0.00205,458.52253,2.40598,0.42969,3300.45980,0.00002,0.02807,1.67480,16.48255,0.00000,3.76960,0.01686,109.82711
GCRF,ETH0026,1,10.4528746390264,38.6014275553939,2219.16278,4,26/11/2017,26/11/2017,Teff,Field stack,Main,NA,37.36002,NA,NA,11.10262,NA,1050.12568,NA,0.02844,NA,NA,4.49405,70.94334,5369.23607,NA,1791.40649,28.96984,NA,NA,4005.66595,NA,2.02580,1242.48426,0.30095,4.94481,NA,NA,0.13413,17.47935,3663.90921,0.04834,65271.39627,1.45522,23.82086,0.00000,1.34500,1.34500,17.38955,7411.17374,NA,0.00038,0.60908,0.04135,NA,0.00307,38.20844,44.90923,NA,NA,0.00763,13.85308,34.57707,NA,NA,14577.15707,0.02861,95983.14585,171.42592,1.11911,195.72157,2877.54180,445.88039,6.93286,347.22526,9587.76252,15.84305,NA,1200.68581,0.13536,1648.58696,0.00048,0.00032,0.35752,0.13000,15.57276,0.07812,12.56856,222.34029,0.01028,NA,0.01290,27.90747,19.66500,1.70926,86.46000,1703.88299,1.46672,2549.31278,NA,0.00009,3.82765,236.46461,5.60,6.45,2.25356,3.31166,72.04775,5.85114,113.20345,5.81104,0.00235,353.25895,2.94277,0.43259,4113.30926,0.00001,0.04166,0.97684,7.07375,0.00000,3.24760,0.02429,107.27137
GCRF,ETH0027,1,10.5104782783380,38.7144349973944,2400.90644,4,26/11/2017,26/11/2017,Teff,Field stack,Main,NA,20.28461,NA,NA,7.18644,NA,1235.10958,NA,0.03940,NA,0.00280,6.20070,58.43931,4910.82873,NA,1461.84923,27.09831,NA,NA,3191.28916,NA,4.64041,1529.22292,NA,4.67917,NA,NA,0.08226,22.09665,3086.58206,0.03461,89478.42279,1.97865,59.31325,0.00000,0.47620,0.47620,24.11637,5740.89209,NA,0.00011,0.98185,0.00925,NA,0.00210,53.15749,91.91554,NA,NA,0.00649,47.99810,43.05106,0.01193,NA,7607.27043,0.00536,118913.73612,34.99143,0.25632,37.55946,1375.90910,439.66817,8.85550,364.62265,4707.38091,3.68997,NA,1734.94792,0.04193,2155.08032,0.00008,0.00022,NA,0.05230,27.24612,0.14509,21.43938,215.18312,0.06412,NA,0.03793,109.43367,18.08000,0.12264,9.14000,166.96323,0.05430,647.78292,NA,0.00012,7.25980,286.49617,6.00,6.99,4.69872,4.23976,6.27071,7.29703,9.10341,2.61707,0.00067,109.78737,0.94554,0.19937,1838.16252,0.00002,0.03630,0.59090,23.09035,0.00000,3.63624,0.03279,110.77322
GCRF,ETH0028,1,10.5919181209276,38.7908660152675,2131.11547,4,26/11/2017,26/11/2017,Teff,Field stack,Main,NA,27.14791,NA,NA,9.88974,NA,1810.13455,NA,0.05971,NA,NA,8.21898,83.80476,5616.05011,NA,2407.32724,44.64910,NA,NA,5315.14037,NA,2.95420,1892.31280,0.22367,13.49949,NA,NA,0.11264,35.79307,3276.49171,0.07068,53140.04874,NA,4.95691,0.01000,0.78560,0.79560,26.60935,12402.76061,NA,0.00006,0.67860,0.00462,NA,0.00214,37.72830,62.42368,0.02151,NA,0.00793,18.08035,48.26151,0.04072,NA,8395.48659,0.03380,100222.73309,63.05621,0.53903,73.18949,2690.99002,566.65399,11.97667,488.15868,14193.73373,4.83252,NA,1498.04836,0.01098,2127.34883,0.00074,0.00037,0.05983,0.08000,18.22748,0.08954,14.78823,740.06806,0.01088,NA,0.01191,26.93356,17.55500,0.75697,32.76000,1365.20971,0.62620,1543.86305,NA,0.00012,3.55708,145.53960,6.20,7.32,0.13649,3.73010,39.15820,6.40117,55.90778,5.51477,0.00181,219.48220,2.04468,0.32405,4070.50210,0.00001,0.26614,0.66423,8.32229,0.00000,3.67386,0.01050,108.97948
GCRF,ETH0029,1,10.7791130503020,38.9277536930178,2600.18541,4,26/11/2017,26/11/2017,Teff,Standing crop,Main,NA,8.75984,NA,NA,10.06254,NA,1231.39053,NA,0.02112,NA,NA,6.44283,37.41583,4896.56074,NA,1745.91487,16.66225,NA,NA,3799.17399,NA,2.56305,1616.65782,0.10786,4.98573,NA,NA,0.02768,21.66508,3792.24718,0.04979,76894.78276,3.53138,4.52496,0.02800,1.46700,1.49500,33.29844,11625.38352,NA,0.00007,0.83769,0.00655,NA,0.00223,48.92108,182.64357,NA,NA,0.01044,69.72052,54.60174,0.04159,NA,7560.50682,0.00492,98253.60175,45.74768,0.43528,47.42772,4151.79478,490.05238,11.34030,410.87843,10349.67180,1.29957,NA,1658.99781,0.00141,1939.91731,0.00080,0.00061,NA,0.11470,34.86002,0.16676,27.18345,417.06175,0.01660,NA,0.01886,105.98090,23.21000,0.20128,9.96000,192.92063,0.08469,507.45069,NA,0.00016,9.55167,278.47349,6.86,7.67,NA,3.36834,29.37036,6.09966,68.22504,7.41855,0.00176,178.26086,1.91184,0.23429,1623.30364,0.00037,0.01296,0.36911,30.68557,0.00000,4.29449,0.00888,90.34620
GCRF,ETH0030,1,10.8659580115113,38.9945370921459,3105.65992,4,26/11/2017,27/11/2017,Barley,Standing crop,Close pair,NA,17.09414,NA,NA,7.37016,NA,298.51690,NA,0.01635,NA,NA,4.10865,50.19304,6054.10779,NA,1367.53223,8.80782,NA,NA,3894.31086,NA,0.61051,891.88844,NA,2.21610,NA,NA,0.06467,21.65929,3841.51880,0.07604,55118.40059,NA,12.76616,0.00000,1.58200,1.58200,24.96349,12592.26442,NA,0.00031,0.54238,0.02365,NA,0.00257,45.21276,152.31127,0.00343,NA,0.01629,78.60959,51.09271,0.08495,NA,7881.15234,0.01802,86890.87438,162.00050,1.34247,197.62464,3556.21941,763.07954,14.98231,625.50557,32029.26524,5.25048,NA,725.15723,0.03188,1411.82834,0.00086,0.00043,0.05655,0.15730,17.10943,0.08763,14.01029,544.47562,0.19290,NA,0.13039,155.49540,19.14500,1.47249,44.54000,1556.37360,1.23585,1622.44211,NA,0.00011,4.27436,145.42194,5.92,6.97,NA,2.02565,95.58991,5.28020,144.51948,2.69455,0.00223,155.63284,1.87298,0.22375,3519.20910,0.00001,0.08243,3.59089,8.51611,0.00000,3.17280,0.03648,93.89878
GCRF,ETH0031,1,10.5865728355462,38.9867794427676,2544.99930,4,29/11/2017,29/11/2017,Wheat,Field stack,Main,0.02541,11.21396,NA,NA,3.36612,NA,343.69058,NA,0.01117,NA,NA,1.79178,30.43507,3778.07366,NA,951.06427,12.95793,NA,NA,2981.88906,NA,1.49598,869.23990,0.54258,5.40893,NA,NA,0.03365,14.17925,5418.90670,0.04891,65327.62803,NA,3.78486,0.00000,0.80550,0.80550,20.09490,11869.96526,NA,0.00047,0.62993,0.04711,NA,0.00178,40.94795,79.73633,0.02984,NA,0.01027,53.61440,32.90803,0.12788,NA,8148.78907,0.01440,90938.50640,72.86404,0.64398,90.19439,2588.50025,499.50557,8.90830,396.64519,14310.11047,10.07097,NA,721.83009,0.06697,1460.02656,0.00098,0.00019,NA,0.08080,14.46795,0.07926,13.13622,1175.21691,0.07441,NA,0.03264,53.88157,27.69500,0.93688,35.70000,1186.92278,0.66439,1291.84196,NA,0.00016,2.69139,122.97343,5.67,6.74,NA,2.11138,73.29790,4.93873,67.98563,2.63611,0.00123,185.16124,2.35324,0.22775,3289.23295,0.00001,0.07401,0.79692,3.27722,0.00000,3.05429,0.01797,105.90158
GCRF,ETH0032,1,10.5885201632514,39.0823144171043,2545.71081,4,30/11/2017,30/11/2017,Wheat,Field stack,Main,NA,9.66124,NA,NA,2.68495,NA,295.40494,NA,0.01667,NA,NA,3.69304,36.26891,4033.96419,NA,1194.86457,24.59248,NA,NA,3085.69087,NA,3.18135,1154.19723,0.05110,2.03743,NA,NA,0.02825,25.32279,4592.30550,0.03608,69665.32818,NA,7.55227,0.00000,0.85460,0.85460,25.71666,8792.75532,NA,0.00028,0.68656,0.03326,NA,0.00136,80.99867,390.92418,0.03725,NA,0.01385,153.90220,50.52670,0.17707,NA,10618.92761,0.00556,99161.01337,27.03222,0.34012,36.90736,1953.51087,921.13579,21.20386,715.28899,20889.63573,7.86725,NA,2203.93938,0.11701,2806.98312,0.00161,0.00013,NA,0.07870,14.84743,0.08360,12.18183,219.55585,0.65827,NA,0.37951,247.14379,27.24000,0.37414,15.70000,364.00382,0.20014,608.80184,NA,0.00019,4.08057,186.39051,5.82,6.95,NA,2.19005,37.61230,3.87710,60.53597,3.77186,0.00125,178.47498,1.80415,0.20830,1607.66816,0.00002,0.02722,0.46876,4.62724,0.00000,3.30289,0.01482,83.04204
GCRF,ETH0033,2,11.6220181871141,38.2569365326852,3079.58420,4,29/11/2017,29/11/2017,Triticale,Field stack,Close pair,NA,NA,0.00600,NA,2.21265,NA,363.22132,NA,0.03204,NA,0.00172,4.84384,36.16562,5162.16759,NA,951.94120,36.09034,NA,0.38075,2831.49984,NA,7.57067,1244.83646,0.01608,1.69628,NA,NA,0.01735,23.16390,2183.18220,0.07890,32974.24543,4.92387,9.39247,0.00000,1.59800,1.59800,11.09641,2754.22541,NA,0.00153,0.32280,0.06033,NA,0.00347,19.27636,39.08221,0.01261,NA,0.00718,11.96426,18.22169,0.10930,NA,6486.00541,0.01499,31548.25607,94.20508,0.46103,125.64342,2798.70903,252.22289,3.17311,211.90552,3652.49048,30.71965,NA,1481.11568,0.74498,1795.68307,0.00118,0.00006,0.32452,0.14530,17.93109,0.08391,16.66863,164.77583,0.23139,NA,0.16850,31.32544,13.53500,0.35614,5.64000,190.65398,0.03938,341.86847,NA,0.00009,12.56291,117.54353,5.20,6.08,7.14532,3.92701,134.59187,10.91436,142.04272,7.67697,0.00308,348.14441,5.68935,0.36253,1527.67490,0.00004,0.13622,1.28011,2.65700,0.00000,2.49172,0.07212,67.94170
GCRF,ETH0034,2,11.5164611605873,38.5827109958857,2093.48204,4,28/11/2017,28/11/2017,Barley,Store,Main,NA,40.29019,0.00623,NA,0.75603,NA,442.38436,NA,0.03415,2.48815,0.00261,3.20252,88.51442,6396.71126,NA,1353.48882,14.03408,0.11770,NA,4031.05159,NA,4.40220,1232.34942,0.05094,2.97471,NA,NA,0.11501,21.98392,6415.55894,0.02105,59666.63240,10.93013,0.85995,0.04450,3.70650,3.75100,33.24733,3325.21487,NA,0.00004,0.60908,0.00610,NA,0.00265,53.15191,96.12709,0.02725,NA,0.00985,36.30190,48.58245,0.15472,NA,14903.16814,0.01183,65487.45068,68.06967,0.75574,52.75511,3970.05137,519.37801,11.72414,454.15510,6455.40774,0.51790,NA,3534.20631,0.00372,4277.36149,0.00163,0.00027,0.73581,0.32950,65.52470,0.34818,64.22408,123.13471,0.01570,NA,0.00567,88.30468,19.05000,2.78863,28.30000,938.55111,1.13445,1254.29533,NA,0.00006,21.56318,134.35294,6.58,7.49,4.21153,4.12394,87.16756,9.43277,315.59040,7.17156,0.00364,160.38519,5.18502,0.56124,2254.43324,0.00003,0.02111,0.68590,5.26681,0.00000,3.95994,0.00336,121.52034
GCRF,ETH0035,2,11.4266376678696,38.3932115916724,2162.37357,8,29/11/2017,29/11/2017,Teff,Field stack,Main,0.05929,7.70235,0.00319,NA,10.11185,NA,1235.59446,NA,0.02285,NA,NA,6.41797,50.64111,5231.18429,NA,1912.15034,16.65450,0.05095,0.33078,3267.45777,NA,4.46706,1845.71260,0.04168,8.64010,NA,NA,0.02461,25.82961,3375.99097,0.01847,71072.67292,1.22048,7.78062,0.04370,1.46430,1.50800,26.87198,9478.80384,NA,0.00007,0.44300,0.00962,NA,0.00235,32.63724,26.34942,0.01399,NA,0.00774,16.44922,45.18861,1.17908,NA,5001.79367,0.01142,90862.98038,120.37953,0.92639,146.19164,3387.02943,575.60917,12.25017,491.99320,10096.98863,2.10448,NA,809.00038,0.00367,1336.09576,0.00043,0.00023,NA,0.11440,22.25969,0.09561,19.55377,268.58809,0.00576,NA,0.00611,26.21174,21.52500,0.33578,6.18000,327.05420,0.07443,327.97699,NA,0.00007,4.82353,192.17763,6.49,7.20,4.93531,3.28462,76.45700,8.05048,70.04747,6.54789,0.00216,180.28454,4.07858,0.18068,2210.17508,0.00005,0.03407,0.66375,8.99544,0.00000,4.02756,0.00579,85.19801
GCRF,ETH0036,2,11.6171543230169,38.2552466345633,3173.63079,6,29/11/2017,29/11/2017,Triticale,Field stack,Close pair,NA,NA,NA,NA,3.18733,NA,393.66481,NA,0.01927,NA,0.00685,4.67832,26.29126,4587.95180,NA,943.46240,35.53850,NA,0.30130,2264.79426,NA,12.05072,1233.83790,0.01131,1.73603,NA,NA,0.01401,20.61897,2673.92495,0.06482,39821.44048,7.17737,8.76630,0.00000,1.83900,1.83900,12.83722,3176.00041,NA,0.00121,0.41531,0.03561,NA,0.00266,17.38271,45.84058,0.01111,NA,0.01170,13.08103,20.73710,0.07641,NA,6775.80553,0.01252,55470.19138,36.82827,0.20532,62.05036,2087.55397,281.07623,3.83677,237.77441,3337.78690,23.92321,NA,2512.34181,0.49008,2924.66105,0.00012,0.00005,0.46476,0.15860,16.93776,0.07576,16.42214,139.91760,0.08615,NA,0.06630,34.60312,17.57500,0.28328,3.62000,146.86055,0.03242,365.55013,NA,0.00012,23.49219,196.94180,5.31,6.21,8.39673,3.44443,157.09763,9.64659,158.09080,7.55222,0.00203,467.82022,4.92477,0.51676,1211.14720,0.00004,0.08413,0.93701,2.32935,0.00000,2.65670,0.04297,141.20013
